position,player_display_name,player_id,games_played,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_interceptions,def_interception_yards,def_pass_defended,def_fumbles_forced,def_fumbles,def_tds,def_tackles_for_loss,def_sacks,def_qb_hits
CB,Denzel Ward,00-0034856,110,2.5272727272727273,0.18181818181818182,0.6181818181818182,0.16363636363636364,2.0272727272727273,0.9545454545454546,0.03636363636363636,0.0,0.01818181818181818,0.10909090909090909,0.004545454545454545,0.05454545454545454
