position,player_display_name,player_id,games_played,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_interceptions,def_interception_yards,def_pass_defended,def_fumbles_forced,def_fumbles,def_tds,def_tackles_for_loss,def_sacks,def_qb_hits
CB,Jalen Ramsey,00-0033055,162,2.9444444444444446,0.22839506172839505,0.8950617283950617,0.16049382716049382,1.6728395061728396,0.7592592592592593,0.043209876543209874,0.0,0.006172839506172839,0.17901234567901234,0.037037037037037035,0.08024691358024691
