position,player_display_name,player_id,games_played,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_interceptions,def_interception_yards,def_pass_defended,def_fumbles_forced,def_fumbles,def_tds,def_tackles_for_loss,def_sacks,def_qb_hits
CB,Carlton Davis III,00-0034778,119,3.168067226890756,0.16806722689075632,0.9747899159663865,0.1092436974789916,0.5882352941176471,0.8739495798319328,0.03361344537815126,0.0,0.0,0.13445378151260504,0.0,0.025210084033613446
