position,player_display_name,player_id,games_played,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_interceptions,def_interception_yards,def_pass_defended,def_fumbles_forced,def_fumbles,def_tds,def_tackles_for_loss,def_sacks,def_qb_hits
CB,Tre'Davious White,00-0033884,116,2.5086206896551726,0.20689655172413793,0.8362068965517241,0.16379310344827586,1.8103448275862069,0.7844827586206896,0.05172413793103448,0.0,0.0,0.15517241379310345,0.02586206896551724,0.05172413793103448
