position,player_display_name,player_id,games_played,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_interceptions,def_interception_yards,def_pass_defended,def_fumbles_forced,def_fumbles,def_tds,def_tackles_for_loss,def_sacks,def_qb_hits
CB,Sauce Gardner,00-0037190,58,2.4482758620689653,0.2413793103448276,1.0517241379310345,0.05172413793103448,0.3275862068965517,0.8620689655172413,0.017241379310344827,0.0,0.0,0.08620689655172414,0.017241379310344827,0.034482758620689655
