position,player_display_name,player_id,games_played,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_interceptions,def_interception_yards,def_pass_defended,def_fumbles_forced,def_fumbles,def_tds,def_tackles_for_loss,def_sacks,def_qb_hits
CB,Trevon Diggs,00-0036361,71,2.732394366197183,0.19718309859154928,0.6338028169014085,0.28169014084507044,2.8732394366197185,0.8873239436619719,0.028169014084507043,0.0,0.028169014084507043,0.028169014084507043,0.014084507042253521,0.0
