position,player_display_name,player_id,games_played,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_interceptions,def_interception_yards,def_pass_defended,def_fumbles_forced,def_fumbles,def_tds,def_tackles_for_loss,def_sacks,def_qb_hits
CB,Marlon Humphrey,00-0033281,135,2.9851851851851854,0.15555555555555556,0.8,0.17037037037037037,1.2962962962962963,0.7777777777777778,0.1259259259259259,0.0,0.007407407407407408,0.16296296296296298,0.05185185185185185,0.14074074074074075
