position,player_display_name,player_id,games_played,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_interceptions,def_interception_yards,def_pass_defended,def_fumbles_forced,def_fumbles,def_tds,def_tackles_for_loss,def_sacks,def_qb_hits
CB,Darius Slay,00-0030062,192,2.8229166666666665,0.16145833333333334,0.6354166666666666,0.15104166666666666,2.4427083333333335,0.8958333333333334,0.010416666666666666,0.0,0.015625,0.08333333333333333,0.005208333333333333,0.005208333333333333
