position,player_display_name,player_id,games_played,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_interceptions,def_interception_yards,def_pass_defended,def_fumbles_forced,def_fumbles,def_tds,def_tackles_for_loss,def_sacks,def_qb_hits
CB,Marshon Lattimore,00-0033874,116,3.086206896551724,0.16379310344827586,0.8362068965517241,0.15517241379310345,1.3706896551724137,0.9482758620689655,0.04310344827586207,0.0,0.017241379310344827,0.06896551724137931,0.0,0.0
