position,player_display_name,player_id,games_played,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_interceptions,def_interception_yards,def_pass_defended,def_fumbles_forced,def_fumbles,def_tds,def_tackles_for_loss,def_sacks,def_qb_hits
CB,Pat Surtain II,00-0036874,82,2.658536585365854,0.13414634146341464,0.7682926829268293,0.14634146341463414,2.426829268292683,0.7317073170731707,0.024390243902439025,0.0,0.024390243902439025,0.06097560975609756,0.0,0.012195121951219513
