season,player_id,player,position,team,conference,defensive_PD,defensive_QB_HUR,defensive_SACKS,defensive_SOLO,defensive_TD,defensive_TFL,defensive_TOT,receiving_LONG,receiving_REC,receiving_TD,receiving_YDS,receiving_YPR
2019,4262921,Justin Jefferson,WR,LSU,SEC,0,0,0,1,0,0,1,71,111,18,1540,13.9
