season,player_id,player,position,team,conference,fumbles_FUM,fumbles_LOST,fumbles_REC,receiving_LONG,receiving_REC,receiving_TD,receiving_YDS,receiving_YPR
2018,4047646,A.J. Brown,WR,Ole Miss,SEC,1,0,0,84,85,6,1355,15.9
