season,player_id,player,position,team,conference,receiving_LONG,receiving_REC,receiving_TD,receiving_YDS,receiving_YPR,rushing_CAR,rushing_LONG,rushing_TD,rushing_YDS,rushing_YPC
2014,534458,Amari Cooper,WR,Alabama,SEC,80,124,16,1727,13.9,5,20,0,23,4.6
