season,player_id,player,position,team,conference,passing_ATT,passing_COMPLETIONS,passing_INT,passing_PCT,passing_TD,passing_YDS,passing_YPA,receiving_LONG,receiving_REC,receiving_TD,receiving_YDS,receiving_YPR
2012,501689,DeAndre Hopkins,WR,Clemson,ACC,1,0,0,0.000,0,0,0.0,62,82,18,1405,17.1
