season,player_id,player,position,team,conference,puntReturns_AVG,puntReturns_LONG,puntReturns_NO,puntReturns_TD,puntReturns_YDS,receiving_LONG,receiving_REC,receiving_TD,receiving_YDS,receiving_YPR
2013,520581,Davante Adams,WR,Fresno State,Mountain West,8.0,14,2,0,16,75,131,24,1718,13.1
