season,player_id,player,position,team,conference,kickReturns_AVG,kickReturns_LONG,kickReturns_NO,kickReturns_TD,kickReturns_YDS,receiving_LONG,receiving_REC,receiving_TD,receiving_YDS,receiving_YPR,rushing_CAR,rushing_LONG,rushing_TD,rushing_YDS,rushing_YPC
2014,534249,Stefon Diggs,WR,Maryland,Big Ten,23.9,59,20,0,478,77,62,5,792,12.8,5,12,0,28,5.6
