season,player_id,player,position,team,conference,fumbles_FUM,fumbles_LOST,fumbles_REC,passing_ATT,passing_COMPLETIONS,passing_INT,passing_PCT,passing_TD,passing_YDS,passing_YPA,rushing_CAR,rushing_LONG,rushing_TD,rushing_YDS,rushing_YPC
2019,4038941,Justin Herbert,QB,Oregon,Pac-12,4,1,0,428,286,6,0.668,32,3471,8.1,58,30,4,50,0.9
