season,player_id,player,position,team,conference,fumbles_FUM,fumbles_LOST,fumbles_REC,passing_ATT,passing_COMPLETIONS,passing_INT,passing_PCT,passing_TD,passing_YDS,passing_YPA,rushing_CAR,rushing_LONG,rushing_TD,rushing_YDS,rushing_YPC
2018,3917315,Kyler Murray,QB,Oklahoma,Big 12,3,2,0,376,259,7,0.689,42,4364,11.6,140,75,12,1001,7.2
