season,player_id,player,position,team,conference,passing_ATT,passing_COMPLETIONS,passing_INT,passing_PCT,passing_TD,passing_YDS,passing_YPA,rushing_CAR,rushing_LONG,rushing_TD,rushing_YDS,rushing_YPC
2014,530308,Jameis Winston,QB,Florida State,ACC,467,305,18,0.653,25,3907,8.4,57,28,3,65,1.1
