season,player_id,player,position,team,conference,passing_ATT,passing_COMPLETIONS,passing_INT,passing_PCT,passing_TD,passing_YDS,passing_YPA,rushing_CAR,rushing_LONG,rushing_TD,rushing_YDS,rushing_YPC
2015,512030,Dak Prescott,QB,Mississippi State,SEC,477,316,5,0.662,29,3793,8.0,160,49,10,588,3.7
