season,player_id,player,position,team,conference,fumbles_FUM,fumbles_LOST,fumbles_REC,kickReturns_AVG,kickReturns_LONG,kickReturns_NO,kickReturns_TD,kickReturns_YDS,puntReturns_AVG,puntReturns_LONG,puntReturns_NO,puntReturns_TD,puntReturns_YDS,receiving_LONG,receiving_REC,receiving_TD,receiving_YDS,receiving_YPR,rushing_CAR,rushing_LONG,rushing_TD,rushing_YDS,rushing_YPC
2016,3117251,Christian McCaffrey,RB,Stanford,Pac-12,1,0,0,22.7,57,14,0,318,9.6,33,10,0,96,56,37,3,310,8.4,253,90,13,1603,6.3
