season,player_id,player,position,team,conference,receiving_LONG,receiving_REC,receiving_TD,receiving_YDS,receiving_YPR,rushing_CAR,rushing_LONG,rushing_TD,rushing_YDS,rushing_YPC
2017,3128720,Nick Chubb,?,Georgia,SEC,11,4,0,30,7.5,223,55,15,1345,6.0
