season,player_id,player,position,team,conference,receiving_LONG,receiving_REC,receiving_TD,receiving_YDS,receiving_YPR,rushing_CAR,rushing_LONG,rushing_TD,rushing_YDS,rushing_YPC
2015,546368,Derrick Henry,RB,Alabama,SEC,28,11,0,91,8.3,395,74,28,2219,5.6
