season,player_id,player,position,team,conference,defensive_PD,defensive_QB_HUR,defensive_SACKS,defensive_SOLO,defensive_TD,defensive_TFL,defensive_TOT,interceptions_AVG,interceptions_INT,interceptions_TD,interceptions_YDS,puntReturns_AVG,puntReturns_LONG,puntReturns_NO,puntReturns_TD,puntReturns_YDS
2017,3915535,Denzel Ward,CB,Ohio State,Big Ten,15,0,0,30,0,2,37,0.0,1,0,0,10.0,10,1,0,10
