season,player_id,player,position,team,conference,defensive_PD,defensive_QB_HUR,defensive_SACKS,defensive_SOLO,defensive_TD,defensive_TFL,defensive_TOT,interceptions_AVG,interceptions_INT,interceptions_TD,interceptions_YDS
2016,3121421,Marshon Lattimore,CB,Ohio State,Big Ten,9,0,0,30,1,1,41,15.3,4,1,61
