season,player_id,player,position,team,conference,kickReturns_AVG,kickReturns_LONG,kickReturns_NO,kickReturns_TD,kickReturns_YDS,puntReturns_AVG,puntReturns_LONG,puntReturns_NO,puntReturns_TD,puntReturns_YDS
2015,546810,Jalen Ramsey,DB,Florida State,ACC,27.0,37,2,0,54,6.0,6,1,0,6
