season,player_id,player,position,team,conference,defensive_PD,defensive_QB_HUR,defensive_SACKS,defensive_SOLO,defensive_TD,defensive_TFL,defensive_TOT,fumbles_FUM,fumbles_LOST,fumbles_REC
2019,4043130,Jordyn Brooks,LB,Texas Tech,Big 12,0,12,3,66,0,20.0,108,0,0,2
