season,player_id,player,position,team,conference,defensive_PD,defensive_QB_HUR,defensive_SACKS,defensive_SOLO,defensive_TD,defensive_TFL,defensive_TOT,fumbles_FUM,fumbles_LOST,fumbles_REC
2016,549972,Zach Cunningham,ILB,Vanderbilt,SEC,3,1,0,71,0,16.5,125,0,0,4
