season,player_id,player,position,team,conference,interceptions_AVG,interceptions_INT,interceptions_TD,interceptions_YDS,rushing_CAR,rushing_LONG,rushing_TD,rushing_YDS,rushing_YPC
2011,501847,Lavonte David,LB,Nebraska,Big Ten,-1.0,2,0,-2,1,6,0,6,6.0
