position,player_display_name,player_id,games_played,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,receptions,targets,receiving_yards,receiving_tds,receiving_first_downs,rushing_2pt_conversions
RB,James Conner,00-0033553,110,12.8,55.64545454545455,0.5636363636363636,0.12727272727272726,0.02727272727272727,3.4,2.6818181818181817,3.2181818181818183,20.818181818181817,0.10909090909090909,0.990909090909091,0.01818181818181818
