position,player_display_name,player_id,games_played,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,receptions,targets,receiving_yards,receiving_tds,receiving_first_downs,rushing_2pt_conversions
RB,Saquon Barkley,00-0034844,113,17.353982300884955,80.30973451327434,0.5486725663716814,0.05309734513274336,0.035398230088495575,3.5929203539823007,3.3716814159292037,4.592920353982301,25.02654867256637,0.1415929203539823,1.0442477876106195,0.05309734513274336
