position,player_display_name,player_id,games_played,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,receptions,targets,receiving_yards,receiving_tds,receiving_first_downs,rushing_2pt_conversions
RB,Josh Jacobs,00-0035700,108,17.5,74.27777777777777,0.6944444444444444,0.1574074074074074,0.10185185185185185,4.018518518518518,2.564814814814815,3.259259259259259,19.99074074074074,0.018518518518518517,0.8333333333333334,0.0
