position,player_display_name,player_id,games_played,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,receptions,targets,receiving_yards,receiving_tds,receiving_first_downs,rushing_2pt_conversions
RB,Aaron Jones,00-0033293,132,12.734848484848484,62.00757575757576,0.44696969696969696,0.09090909090909091,0.045454545454545456,3.0984848484848486,2.8636363636363638,3.8257575757575757,21.946969696969695,0.16666666666666666,1.0606060606060606,0.0
