position,player_display_name,player_id,games_played,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,receptions,targets,receiving_yards,receiving_tds,receiving_first_downs,rushing_2pt_conversions
RB,Tony Pollard,00-0035261,115,11.339130434782609,51.74782608695652,0.2956521739130435,0.06086956521739131,0.05217391304347826,2.608695652173913,2.2956521739130435,2.982608695652174,15.88695652173913,0.043478260869565216,0.7043478260869566,0.02608695652173913
