position,player_display_name,player_id,games_played,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,receptions,targets,receiving_yards,receiving_tds,receiving_first_downs,rushing_2pt_conversions
RB,Nick Chubb,00-0034791,104,14.490384615384615,72.65384615384616,0.5192307692307693,0.0673076923076923,0.057692307692307696,3.4615384615384617,1.4134615384615385,1.9519230769230769,11.365384615384615,0.057692307692307696,0.5,0.009615384615384616
