position,player_display_name,player_id,games_played,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,receptions,targets,receiving_yards,receiving_tds,receiving_first_downs,rushing_2pt_conversions
RB,Christian McCaffrey,00-0033280,121,14.785123966942148,67.71900826446281,0.5619834710743802,0.08264462809917356,0.04132231404958678,3.5785123966942147,5.570247933884297,6.933884297520661,48.00826446280992,0.33884297520661155,2.5289256198347108,0.008264462809917356
