position,player_display_name,player_id,games_played,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,receptions,targets,receiving_yards,receiving_tds,receiving_first_downs,rushing_2pt_conversions
RB,Alvin Kamara,00-0033906,133,13.285714285714286,57.19548872180451,0.48120300751879697,0.06015037593984962,0.03759398496240601,3.1052631578947367,4.804511278195489,6.097744360902255,39.26315789473684,0.19548872180451127,1.7293233082706767,0.045112781954887216
