position,player_display_name,player_id,games_played,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,receptions,targets,receiving_yards,receiving_tds,receiving_first_downs,rushing_2pt_conversions
RB,Derrick Henry,00-0032764,161,17.763975155279503,87.0807453416149,0.8012422360248447,0.13664596273291926,0.06832298136645963,4.440993788819876,1.2546583850931676,1.6211180124223603,11.732919254658386,0.031055900621118012,0.39751552795031053,0.012422360248447204
