position,player_display_name,player_id,games_played,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,receptions,targets,receiving_yards,receiving_tds,receiving_first_downs,rushing_2pt_conversions
RB,Joe Mixon,00-0033897,120,16.375,67.05833333333334,0.5333333333333333,0.03333333333333333,0.03333333333333333,3.591666666666667,2.9,3.625,21.916666666666668,0.11666666666666667,0.85,0.0
