position,player_display_name,player_id,games_played,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles
ILB,Roquan Smith,00-0034874,131,5.0,0.48091603053435117,3.5801526717557253,0.48854961832061067,1.9389312977099236,0.022900763358778626,0.16412213740458015,1.1641221374045803,0.2595419847328244,0.08396946564885496,1.2366412213740459,0.29770992366412213,0.007633587786259542,0.007633587786259542
