position,player_display_name,player_id,games_played,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles
LB,Jordyn Brooks,00-0036409,94,4.542553191489362,0.7659574468085106,3.6914893617021276,0.44680851063829785,1.648936170212766,0.031914893617021274,0.13829787234042554,0.851063829787234,0.22340425531914893,0.010638297872340425,0.1276595744680851,0.26595744680851063,0.010638297872340425,0.0
