position,player_display_name,player_id,games_played,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles
ILB,Zach Cunningham,00-0033547,105,4.0,0.5714285714285714,2.6476190476190475,0.2761904761904762,0.8,0.047619047619047616,0.06190476190476191,0.32857142857142857,0.14285714285714285,0.009523809523809525,0.3619047619047619,0.26666666666666666,0.009523809523809525,0.0
