position,player_display_name,player_id,games_played,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles
MLB,Tremaine Edmunds,00-0034673,129,3.9767441860465116,0.7286821705426356,2.9224806201550386,0.2713178294573643,1.0077519379844961,0.031007751937984496,0.07364341085271318,0.45348837209302323,0.2248062015503876,0.10852713178294573,0.7596899224806202,0.5271317829457365,0.007751937984496124,0.0
