position,player_display_name,player_id,games_played,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles
LB,Devin White,00-0035707,107,4.308411214953271,0.45794392523364486,2.878504672897196,0.4672897196261682,2.0934579439252334,0.06542056074766354,0.2383177570093458,1.808411214953271,0.7009345794392523,0.056074766355140186,0.6448598130841121,0.2616822429906542,0.0,0.0
