position,player_display_name,player_id,games_played,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles
OLB,Lavonte David,00-0029562,225,4.835555555555556,0.6177777777777778,2.5155555555555558,0.72,2.6222222222222222,0.1511111111111111,0.20222222222222222,1.4577777777777778,0.36444444444444446,0.06222222222222222,0.7955555555555556,0.3422222222222222,0.008888888888888889,0.0
