position,player_display_name,player_id,games_played,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles
MLB,Fred Warner,00-0034815,132,4.333333333333333,0.6742424242424242,2.909090909090909,0.29545454545454547,0.9166666666666666,0.13636363636363635,0.07575757575757576,0.5909090909090909,0.22727272727272727,0.09090909090909091,1.6742424242424243,0.4621212121212121,0.015151515151515152,0.0
