position,player_display_name,player_id,games_played,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles
MLB,Eric Kendricks,00-0031554,157,4.356687898089172,0.5477707006369427,3.0063694267515926,0.3885350318471338,1.643312101910828,0.050955414012738856,0.14331210191082802,0.9267515923566879,0.2611464968152866,0.07643312101910828,0.9681528662420382,0.43312101910828027,0.012738853503184714,0.0
