position,player_display_name,player_id,games_played,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles
OLB,T.J. Watt,00-0033886,138,2.282608695652174,0.32608695652173914,1.2173913043478262,0.9710144927536232,4.8768115942028984,0.2608695652173913,0.8405797101449275,5.398550724637682,1.8115942028985508,0.06521739130434782,0.4420289855072464,0.43478260869565216,0.0,0.0
