position,player_display_name,player_id,games_played,passing_first_downs,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,rushing_yards,rushing_tds
QB,Patrick Mahomes,00-0033873,147,14.19047619047619,24.517006802721088,36.925170068027214,284.03401360544217,2.129251700680272,0.6462585034013606,1.7959183673469388,22.25170068027211,0.17687074829931973
