position,player_display_name,player_id,games_played,passing_first_downs,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,rushing_yards,rushing_tds
QB,Deshaun Watson,00-0033537,76,11.828947368421053,21.144736842105264,31.986842105263158,247.02631578947367,1.6710526315789473,0.6447368421052632,3.3947368421052633,30.394736842105264,0.2894736842105263
