position,player_display_name,player_id,games_played,passing_first_downs,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,rushing_yards,rushing_tds
C,Josh Allen,00-0030833,142,11.654929577464788,20.908450704225352,32.54225352112676,239.3450704225352,1.7535211267605635,0.704225352112676,1.8380281690140845,38.647887323943664,0.6197183098591549
