position,player_display_name,player_id,games_played,passing_first_downs,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,rushing_yards,rushing_tds
QB,Jameis Winston,00-0031503,106,11.584905660377359,18.69811320754717,30.61320754716981,234.41509433962264,1.4811320754716981,1.0660377358490567,2.0943396226415096,12.452830188679245,0.12264150943396226
