position,player_display_name,player_id,games_played,passing_first_downs,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,rushing_yards,rushing_tds
QB,Justin Herbert,00-0036355,98,12.581632653061224,23.908163265306122,36.16326530612245,260.14285714285717,1.683673469387755,0.6326530612244898,2.4285714285714284,18.20408163265306,0.15306122448979592
