position,player_display_name,player_id,games_played,passing_first_downs,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,rushing_yards,rushing_tds
QB,Baker Mayfield,00-0034855,128,11.140625,20.3671875,32.0625,233.3046875,1.6328125,0.8125,2.3125,12.8984375,0.0859375
