position,player_display_name,player_id,games_played,passing_first_downs,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,rushing_yards,rushing_tds
QB,Lamar Jackson,00-0034796,136,8.492647058823529,14.823529411764707,23.00735294117647,179.125,1.4485294117647058,0.4632352941176471,1.8897058823529411,52.669117647058826,0.27941176470588236
