position,player_display_name,player_id,games_played,passing_first_downs,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,rushing_yards,rushing_tds
QB,Dak Prescott,00-0033077,146,12.691780821917808,23.027397260273972,34.486301369863014,259.93835616438355,1.7602739726027397,0.678082191780822,2.0684931506849313,15.602739726027398,0.23972602739726026
