position,player_display_name,player_id,games_played,passing_first_downs,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,rushing_yards,rushing_tds
QB,Kyler Murray,00-0035228,88,11.465909090909092,22.647727272727273,33.80681818181818,234.0568181818182,1.375,0.7045454545454546,2.2386363636363638,36.35227272727273,0.36363636363636365
