position,player_display_name,player_id,games_played,passing_first_downs,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,rushing_yards,rushing_tds
QB,Jared Goff,00-0033106,161,12.900621118012422,22.68944099378882,34.608695652173914,261.3167701863354,1.6459627329192548,0.6645962732919255,1.9192546583850931,3.9627329192546585,0.07453416149068323
