position,player_display_name,player_id,games_played,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_first_downs,receiving_air_yards,receiving_yards_after_catch
WR,DK Metcalf,00-0035640,117,4.487179487179487,7.418803418803419,65.52991452991454,0.5042735042735043,0.07692307692307693,0.06837606837606838,2.905982905982906,93.87179487179488,20.35042735042735
