position,player_display_name,player_id,games_played,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_first_downs,receiving_air_yards,receiving_yards_after_catch
WR,Stefon Diggs,00-0031588,179,5.726256983240224,8.251396648044693,69.9608938547486,0.441340782122905,0.055865921787709494,0.01675977653631285,3.430167597765363,86.25139664804469,23.06145251396648
