position,player_display_name,player_id,games_played,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_first_downs,receiving_air_yards,receiving_yards_after_catch
WR,Jaylen Waddle,00-0036613,80,4.725,6.95,63.925,0.325,0.0375,0.0125,3.1875,72.8625,23.0
