position,player_display_name,player_id,games_played,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_first_downs,receiving_air_yards,receiving_yards_after_catch
WR,A.J. Brown,00-0035676,118,4.813559322033898,7.601694915254237,73.32203389830508,0.5169491525423728,0.059322033898305086,0.0423728813559322,3.3813559322033897,91.61016949152543,25.008474576271187
