position,player_display_name,player_id,games_played,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_first_downs,receiving_air_yards,receiving_yards_after_catch
WR,DeAndre Hopkins,00-0030564,204,5.127450980392157,8.299019607843137,67.5,0.4264705882352941,0.06862745098039216,0.04411764705882353,3.5245098039215685,99.25490196078431,17.17156862745098
