position,player_display_name,player_id,games_played,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_first_downs,receiving_air_yards,receiving_yards_after_catch
WR,Justin Jefferson,00-0036322,96,6.15625,9.25,89.42708333333333,0.4375,0.041666666666666664,0.020833333333333332,3.9583333333333335,104.02083333333333,28.875
